compid;dhid;midx;midy;midz;topx;topy;topz;botx;boty;botz;sample;from;to;length;tcu_sond;ascu_sond;cnscu_sond;rescu_sond;rs_sond;ri_sond;lito;alte;mine;ZMIN_BT;ugm_acido;ugm_extrac_cu;fase_cb23_v07;year_cb2023_v07;tcu_cab;ascu_cab;cnscu_cab;rescu_cab;rs_cab;ri_cab;cusfe%_cab;S%_cab;fes%cab;als%cab;mns%cab;mgs%cab;cas%cab;fet%_cab;ext_cu_anal_bt;ext_cu_calc_bt;ext_cu_cabrip_bt;ext_cu_cabsol_bt;ext_cu_ripsol_bt;can_bt;cab_bt;conc_cu_g/l;conc_fe_g/l;conc_Mn_mg/l;conc_Mn_g/l;conc_Mg_mg/l;conc_Mg_g/l;conc_Al_mg/l;conc_Al_g/l;conc_Ca_mg/l;conc_Ca_g/l;conc_Cl_mg/l;conc_Cl_g/l;conc_SO4_g/l;Eh mV;conc_fe+2_g/l;conc_fe+3_g/l;tcu_rip;ascu_rip;cnscu_rip;rescu_rip;rs_rip;ri_rip;cusfe%_rip;S%_rip;fes%rip;als%rip;mns%rip;mgs%rip;cas%rip;fet%_rip
PR;Z-44;94093.741;22400.402;3143.273;94093.88;22400.421;3151.272;94093.603;22400.384;3135.274;GMZV-070;304;320;16;1.247;0.078;;;;;BXX;SIL;SSE;SSE;3;2;-99;-99;1.26;0.14;1.05;0.09;0.944;0.071;0.665;6.78;;;;;;5.76;102.8;92.8;92.1;;;5;22.8;;;;;;;;;;;;;;491;;;0.101;;;;;;;6.72;;;;;;5.58
PR;Z-46;93801.463;22492.053;3114.375;93801.435;22492.316;3122.37;93801.48;22491.823;3106.378;GMZV-071;300;316;16;0.629;0.039;;;;;AND;CLO;SSE;SSE;1;1;-99;-99;0.565;0.05;0.48;0.06;0.938;0.106;0.269;0.95;;;;;;1.08;86.8;88.5;88.7;;;7.8;15.5;;;;;;;;;;;;;;500;;;0.065;;;;;;;0.79;;;;;;1.18
PR;Z-48;94002.235;22497.697;3147.112;94002.026;22497.684;3155.11;94002.444;22497.709;3139.115;GMZV-072;286;302;16;0.447;0.039;;;;;LPY;SIL;SSE;SSE;3;1;-99;-99;0.513;0.11;0.35;0.07;0.897;0.136;0.176;1.85;;;;;;4.04;76.7;78.6;79.1;;;6.6;12.8;;;;;;;;;;;;;;501;;;0.11;;;;;;;1.7;;;;;;4.03
PR;Z-103;94098.516;22342.985;3136.345;94098.644;22343.369;3144.335;94098.388;22342.601;3128.355;GMZV-073;306;322;16;0.416;0.022;;;;;LPY;QSE;SSE;SSE;3;1;-99;-99;0.375;0.06;0.29;0.04;0.933;0.107;0.13;0.67;;;;;;0.76;67.5;81.9;85.1;;;7.9;12.8;;;;;;;;;;;;;;500;;;0.057;;;;;;;0.59;;;;;;0.83
PR;Z-129;93749.27;22447.838;3203.662;93749.437;22447.926;3209.659;93749.104;22447.749;3197.665;GMZV-074;198;210;12;0.409;0.04;;;;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.411;0.04;0.34;0.05;0.925;0.122;0.175;0.91;;;;;;0.75;85.8;88.8;89.2;;;7.4;13;;;;;;;;;;;;;;500;;;0.045;;;;;;;0.87;;;;;;0.82
PR;Z-138;94107.02;22495.851;3124.295;94106.911;22495.949;3131.293;94107.13;22495.754;3117.296;GMZV-075;344;358;14;0.305;0.015;;;;;LPY;SIL;PRI;PRI;5;5;-99;-99;0.319;0.02;0.07;0.23;0.282;0.721;0.025;1.83;;;;;;1.89;9.2;11.4;28;;;10.7;12.1;;;;;;;;;;;;;;500;;;0.23;;;;;;;1.88;;;;;;2.04
PR;Z-147;93593.277;22212.232;3092.95;93593.584;22211.852;3099.933;93592.971;22212.612;3085.967;GMZV-076;244;258;14;0.96;0.104;;;;;BXX;QSE;SSE;SSE;3;2;8;2024;0.951;0.17;0.75;0.06;0.967;0.063;0.512;0.51;;;;;;1.74;92.5;90.7;90.5;;;8.2;21.4;;;;;;;;;;;;;;499;;;0.091;;;;;;;0.61;;;;;;1.64
PR;Z-147;93590.299;22215.923;3025.115;93590.605;22215.543;3032.098;93589.992;22216.303;3018.132;GMZV-077;312;326;14;0.719;0.083;;;;;BXX;SIL;SSE;SSE;3;2;8;2024;0.648;0.14;0.45;0.09;0.91;0.139;0.279;4.85;;;;;;5.48;70.7;79.2;81.4;;;9.8;17.9;;;;;;;;;;;;;;498;;;0.122;;;;;;;4.25;;;;;;5.57
PR;ZD-1456;92658.981;21266.735;2948.247;92661.486;21266.207;2952.542;92656.476;21267.263;2943.952;GMZV-078;76;86;10;1.229;0.878;0.082;;0.781;;AND;SER;CUO;CUO;4;3;-99;-99;1.467;1.08;0.12;0.33;0.818;0.225;1.113;0.193;;;;;;5.4;75.3;70.9;69.1;;;8.2;23.8;;;;;;;;;;;;;;489;;;0.464;;;;;;;0.502;;;;;;5.39
PR;Z-143;93632.117;22363.275;3117.094;93632.871;22362.639;3124.024;93631.362;22363.91;3110.164;GMZV-079;266;280;14;0.313;0.039;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.334;0.06;0.22;0.07;0.838;0.21;0.083;0.87;;;;;;1.89;67.4;69;69.7;;;11.9;15.5;;;;;;;;;;;;;;504;;;0.102;;;;;;;0.83;;;;;;1.97
PR;Z-28;93682.346;22365.554;3165.461;93682.879;22366.579;3172.365;93681.812;22364.53;3158.557;GMZV-080;236;250;14;1.042;0.087;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;1.038;0.16;0.85;0.05;0.973;0.048;0.527;0.78;;;;;;0.83;82.7;92.4;93.2;;;3;17.9;;;;;;;;;;;;;;498;;;0.071;;;;;;;0.77;;;;;;0.96
PR;Z-28;93677.35;22357.785;3110.229;93677.987;22358.749;3117.133;93676.654;22356.8;3103.334;GMZV-081;292;306;14;0.769;0.056;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.773;0.17;0.51;0.11;0.88;0.142;0.368;1.24;;;;;;1.78;93.4;91.5;91.4;;;4.9;15.8;;;;;;;;;;;;;;500;;;0.068;;;;;;;1.12;;;;;;1.58
PR;Z-102;94095.259;22447.004;3206.848;94095.271;22446.968;3217.848;94095.247;22447.041;3195.848;GMZV-082;242;264;22;1.451;0.127;;;;;ZPY;QSE;SSE;SSE;2;2;-99;-99;1.382;0.15;1.2;0.1;0.977;0.072;0.622;1.44;;;;;;1.32;96;94.8;94.7;;;4.5;24.6;;;;;;;;;;;;;;496;;;0.075;;;;;;;1.45;;;;;;1.51
PR;Z-102;94094.851;22446.423;3130.854;94094.905;22446.519;3137.853;94094.797;22446.328;3123.855;GMZV-083;322;336;14;0.307;0.003;;;;;ZPY;QSE;PRI;MSP;5;5;-99;-99;0.219;0.01;0.07;0.14;0.365;0.639;0.014;1.05;;;;;;0.93;40.9;36.9;30;;;10.6;11.6;;;;;;;;;;;;;;501;;;0.155;;;;;;;1.04;;;;;;0.89
PR;Z-104;94049.567;22399.466;3189.078;94049.567;22399.341;3201.078;94049.567;22399.592;3177.079;GMZV-084;232;256;24;0.458;0.019;;;;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.358;0.04;0.21;0.12;0.698;0.335;0.055;1.83;;;;;;1.89;72.8;64.9;60.7;;;8.1;11.5;;;;;;;;;;;;;;501;;;0.143;;;;;;;1.71;;;;;;1.83
PR;Z-45;93996.297;21888.555;3072.122;93996.431;21889.007;3081.11;93996.164;21888.104;3063.134;GMZV-085;300;318;18;0.442;0.024;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.351;0.05;0.2;0.11;0.712;0.313;0.106;0.85;;;;;;0.83;80.3;70.8;66.9;;;8.2;11.8;;;;;;;;;;;;;;502;;;0.118;;;;;;;0.81;;;;;;0.87
PR;ZD-526;93640;22019;3082;93640;22019;3090;93640;22019;3074;GMZV-086;218;234;16;4.106;0.439;;;;;LPY;SIL;SSE;SSE;3;1;-99;-99;4.012;0.43;2.82;0.79;0.81;0.197;2.251;1.72;;;;;;1.78;77.9;75.7;75;;;5.8;52.2;;;;;;;;;;;;;;427;;;1.04;;;;;;;1.68;;;;;;1.78
PR;ZD-526;93640;22019;3024;93640;22019;3032;93640;22019;3016;GMZV-087;276;292;16;0.877;0.042;;;;;LPY;QSE;SSE;SSE;3;1;-99;-99;0.91;0.06;0.64;0.24;0.769;0.264;0.094;1.65;;;;;;1.7;81.5;76;74.3;;;5.8;16.2;;;;;;;;;;;;;;500;;;0.239;;;;;;;1.76;;;;;;1.84
PR;ZD-830;94056.602;22180.801;3183.065;94056.492;22180.748;3190.064;94056.711;22180.855;3176.066;GMZV-088;104;118;14;0.362;0.025;;;;;ZPY;QSE;PRI;PRI;5;5;-99;-99;0.335;0.01;0.04;0.29;0.149;0.866;0.016;0.64;;;;;;1.27;0.6;0.9;26.1;;;11.8;13.1;;;;;;;;;;;;;;502;;;0.253;;;;;;;0.58;;;;;;1.24
PR;ZD-847;93890.582;22355.323;3112.395;93890.582;22355.323;3119.395;93890.582;22355.323;3105.395;GMZV-089;156;170;14;0.484;0.02;;;;;LPY;ARG;LXX;MSP;4;3;-99;-99;0.459;0.03;0.17;0.26;0.436;0.566;0.036;0.51;;;;;;1.36;47;44;40.1;;;15.2;18.1;;;;;;;;;;;;;;498;;;0.278;;;;;;;0.208;;;;;;1.2
PR;ZD-920;93232.116;20593.016;3051.216;93231.975;20591.866;3056.079;93232.257;20594.166;3046.352;GMZV-090;108;118;10;0.456;0.117;;;;;AND;SER;SSE;SSE;3;1;12;2026;0.757;0.16;0.57;0.06;0.964;0.079;0.405;1.22;;;;;;3.51;109;90.8;89;;;9;19.4;;;;;;;;;;;;;;493;;;0.086;;;;;;;1.15;;;;;;3.81
PR;ZD-928;92981.648;20810.624;3051.822;92980.832;20809.982;3056.712;92982.432;20811.306;3046.931;GMZV-091;112;122;10;0.357;0.245;;;;;AND;SER;CUO;CUO;4;3;12;2026;0.338;0.23;0.02;0.1;0.74;0.296;0.234;0.018;;;;;;4.16;88.5;71.5;64.7;;;13.1;16.5;;;;;;;;;;;;;;494;;;0.126;;;;;;;0.053;;;;;;4.61
PR;ZD-1320;93612.996;22043.456;3006.831;93610.807;22042.398;3011.2;93615.185;22044.515;3002.462;GMZV-092;42;52;10;1.591;0.067;;;;;ZPY;SIL;SSE;SSE;2;2;8;2024;1.297;0.15;1.03;0.18;0.91;0.139;0.654;4.66;;;;;;3.9;91.5;94.3;94.4;;;2.8;21.7;;;;;;;;;;;;;;499;;;0.074;;;;;;;4.89;;;;;;4.02
PR;ZD-1417;93549.388;22044.674;3013.661;93549.421;22044.639;3020.661;93549.38;22044.733;3006.662;GMZV-093;30;44;14;0.852;0.163;0.667;;0.974;;AND;CLO;SSE;SSE;1;1;8;2024;0.804;0.2;0.59;0.05;0.983;0.062;0.398;2.71;;;;;;3.6;97.6;90.7;90;;;7.1;18.2;;;;;;;;;;;;;;497;;;0.081;;;;;;;2.63;;;;;;3.37
PR;Z-109;93948.947;22295.943;3151.452;93949.144;22296.21;3161.447;93948.75;22295.676;3141.458;GMZV-094;230;250;20;0.949;0.041;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.818;0.1;0.68;0.08;0.954;0.098;0.218;1.71;;;;;;1.55;84.1;82.8;82.5;;;3.7;14.1;;;;;;;;;;;;;;499;;;0.145;;;;;;;1.59;;;;;;1.51
PR;Z-244;93352.16;22349.48;3062.93;93352.16;22349.48;3073.93;93352.16;22349.48;3051.93;GMZV-095;280;302;22;1.782;0.129;;;;;BXX;QSE;SSE;SSE;3;2;8;2024;0.932;0.18;0.71;0.07;0.955;0.075;0.489;1.13;;;;;;1.25;96.8;90.9;90.3;;;1.9;14.9;;;;;;;;;;;;;;492;;;0.092;;;;;;;0.986;;;;;;1.29
PR;Z-135;93538.627;22253.909;3121.89;93539.308;22253.66;3134.87;93537.953;22254.156;3108.91;GMZV-096;222;248;26;2.686;0.342;;;;;AND;QSE;SSE;SSE;3;1;-99;-99;2.338;0.44;1.61;0.4;0.877;0.171;1.265;1.52;;;;;;3.37;85.3;85.4;85.5;;;5.3;36.1;;;;;;;;;;;;;;480;;;0.369;;;;;;;1.56;;;;;;3.77
PR;Z-151;94208.084;22604.155;3233.878;94207.388;22604.619;3245.849;94208.759;22603.662;3221.907;GMZV-097;200;224;24;0.383;0.031;;;;;BXX;QSE;SSE;SSE;3;2;-99;-99;0.419;0.04;0.21;0.17;0.597;0.406;0.082;0.467;;;;;;6.13;72.4;66.7;63.9;;;13.3;17.5;;;;;;;;;;;;;;;;;0.155;;;;;;;0.577;;;;;;5.9
PR;Z-151;94210.64;22602.105;3186.992;94209.942;22602.683;3199.961;94211.339;22601.527;3174.024;GMZV-098;246;272;26;0.977;0.043;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.777;0.1;0.65;0.06;0.965;0.077;0.369;1.01;;;;;;0.97;102.3;92.8;92.1;;;1.3;12.3;;;;;;;;;;;;;;499;;;0.062;;;;;;;1.01;;;;;;0.91
PR;Z-157;94252.941;22542.209;3208.813;94252.708;22542.652;3215.795;94253.174;22541.765;3201.831;GMZV-099;224;238;14;1.21;0.067;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;1.069;0.13;0.88;0.11;0.945;0.103;0.556;1.78;;;;;;1.44;99.2;95;94.8;;;1.7;17.3;;;;;;;;;;;;;;497;;;0.056;;;;;;;1.76;;;;;;1.73
PR;Z-157;94254.518;22538.971;3158.943;94254.32;22539.443;3165.924;94254.716;22538.498;3151.962;GMZV-100;274;288;14;0.961;0.034;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.833;0.1;0.71;0.06;0.972;0.072;0.364;1.41;;;;;;1.1;86.3;91;91.4;;;1.1;12.8;;;;;;;;;;;;;;498;;;0.073;;;;;;;1.31;;;;;;1.25
PR;Z-160;93241.525;22154.88;3050.247;93241.852;22154.644;3057.235;93241.198;22155.115;3043.258;GMZV-101;222;236;14;0.708;0.037;;;;;BXX;SIL;SSE;SSE;3;2;8;2024;0.675;0.11;0.56;0.03;0.993;0.044;0.311;0.586;;;;;;1.22;86.6;90.4;90.8;;;3.8;13.3;;;;;;;;;;;;;;491;;;0.066;;;;;;;0.572;;;;;;1.37
PR;Z-172;93147.819;22052.174;3040.86;93147.956;22052.066;3050.859;93147.682;22052.282;3030.862;GMZV-102;208;228;20;0.543;0.058;;;;;BXX;QSE;SSE;SSE;3;2;8;2024;0.47;0.08;0.34;0.07;0.894;0.149;0.169;2.37;;;;;;3.48;67.5;74.3;76.6;;;9.1;14.7;;;;;;;;;;;;;;492;;;0.116;;;;;;;2.09;;;;;;3.95
PR;ZF-280;93235.132;21973.082;2994.414;93235.349;21975.722;2998.654;93234.915;21970.441;2990.174;GMZV-103;330;340;10;1.721;0.238;;;;;AND;QSE;SSE;SSE;3;1;8;2025;1.643;0.15;1.4;0.17;0.943;0.103;0.855;1.34;;;;;;1.24;88.4;94.1;94.5;;;3.2;27.1;;;;;;;;;;;;;;488;;;0.096;;;;;;;1.43;;;;;;1.42
PR;ZF-280;93234.003;21959.35;2972.365;93234.22;21961.991;2976.605;93233.786;21956.709;2968.124;GMZV-104;356;366;10;0.513;0.031;;;;;AND;QSE;SSE;SSE;3;1;8;2025;0.5;0.07;0.32;0.13;0.78;0.26;0.102;1.08;;;;;;1.26;90.3;71.1;63.2;;;8.5;13.4;;;;;;;;;;;;;;493;;;0.185;;;;;;;0.993;;;;;;1.4
PR;Z-287;93853.979;22243.716;3062.761;93853.867;22243.784;3067.76;93854.091;22243.649;3057.763;GMZV-105;304;314;10;2.115;0.123;;;;;ZPY;SIL;SSE;SSE;2;2;8;2024;1.758;0.17;1.5;0.17;0.95;0.097;0.921;1.61;;;;;;1.2;95.3;93.9;93.8;;;0;25.4;;;;;;;;;;;;;;486;;;0.113;;;;;;;1.64;;;;;;1.43
PR;Z-287;93855.324;22242.905;3002.782;93855.212;22242.973;3007.78;93855.436;22242.837;2997.784;GMZV-106;364;374;10;0.446;0.031;;;;;LPY;CLO;MSP;MSP;1;4;8;2025;0.472;0.06;0.14;0.29;0.424;0.614;0.091;0.526;;;;;;1.93;51.8;47.7;43.3;;;10.1;13.2;;;;;;;;;;;;;;492;;;0.275;;;;;;;0.626;;;;;;2.18
PR;Z-156;94149.008;22543.307;3265.923;94149.152;22543.774;3275.911;94148.863;22542.841;3255.934;GMZV-107;200;220;20;0.456;0.049;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.386;0.08;0.3;0.02;0.984;0.052;0.184;2.54;;;;;;2.38;82.6;90.6;91.5;;;0;5.4;;;;;;;;;;;;;;;;;0.034;;;;;;;2.24;;;;;;2.22
PR;Z-156;94148.107;22540.623;3207.992;94148.255;22540.985;3215.982;94147.96;22540.261;3200.001;GMZV-108;260;276;16;0.916;0.064;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.9;0.07;0.8;0.07;0.967;0.078;0.371;1.53;;;;;;1.31;92.1;90.3;90.1;;;-11.1;1.4;;;;;;;;;;;;;;490;;;0.091;;;;;;;1.64;;;;;;1.55
PR;Z-162;93192.907;22098.371;3047.155;93193.266;22098.446;3057.148;93192.548;22098.296;3037.161;GMZV-109;210;230;20;0.609;0.039;;;;;BXX;QSE;SSE;SSE;3;2;8;2024;0.602;0.1;0.47;0.06;0.947;0.1;0.225;2.18;;;;;;2.53;99.5;87.5;85.8;;;7.9;15.9;;;;;;;;;;;;;;490;;;0.087;;;;;;;2.22;;;;;;2.97
PR;Z-233;93157.203;22149.435;3053.748;93156.873;22149.464;3058.737;93157.533;22149.406;3048.759;GMZV-110;208;218;10;0.938;0.578;;;;;AND;SIL;SSE;CUO;3;1;8;2024;1.044;0.66;0.33;0.1;0.948;0.096;0.843;0.65;;;;;;1.98;91.9;82.4;80.4;;;16.2;29.2;;;;;;;;;;;;;;485;;;0.212;;;;;;;0.614;;;;;;2.25
PR;Z-164;93240.256;22045.374;3041.565;93240.69;22045.481;3049.553;93239.822;22045.268;3033.578;GMZV-111;218;234;16;0.423;0.029;;;;;BXX;SIL;PRI;MSP;5;5;8;2024;0.337;0.04;0.12;0.19;0.475;0.564;0.052;0.639;;;;;;1.56;65.6;54.7;45.7;;;9.5;11.8;;;;;;;;;;;;;;493;;;0.189;;;;;;;0.549;;;;;;1.8
PR;ZD-1127;93164.631;20715.847;3051.031;93164.005;20714.985;3055.917;93165.257;20716.708;3046.146;GMZV-112;112;122;10;0.505;0.148;;;;;AND;QSE;SSE;SSE;3;1;12;2026;0.616;0.18;0.37;0.09;0.893;0.146;0.314;1.4;;;;;;3.55;39.4;60.7;74.5;;;11.7;18.8;;;;;;;;;;;;;;494;;;0.163;;;;;;;1.45;;;;;;4.24
PR;Z-134;93444.306;22163.572;3043.328;93444.439;22163.205;3050.317;93444.173;22163.94;3036.339;GMZV-113;262;276;14;0.84;0.048;;;;;BXX;SIL;SSE;SSE;3;2;8;2024;0.75;0.07;0.45;0.25;0.693;0.333;0.149;1.1;;;;;;2.04;81.3;71.2;67.1;;;5;12.7;;;;;;;;;;;;;;490;;;0.253;;;;;;;1.1;;;;;;2.33
PR;Z-142;93558.895;22358.065;3165.096;93558.466;22357.481;3173.063;93559.325;22358.65;3157.129;GMZV-114;222;238;16;0.854;0.216;;;;;AND;QSE;SSE;SSE;3;1;-99;-99;0.777;0.25;0.5;0.06;0.965;0.077;0.429;0.811;;;;;;3.61;100.7;91.9;91.2;;;2.6;13.5;;;;;;;;;;;;;;475;;;0.072;;;;;;;0.674;;;;;;4.48
PR;Z-21;93897.587;22201.831;3065.755;93897.779;22201.681;3079.753;93897.394;22201.982;3051.757;GMZV-115;298;326;28;1.194;0.03;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.942;0.15;0.59;0.22;0.786;0.234;0.159;5.16;;;;;;4.15;28.3;54.9;76.8;;;-7.5;3.7;;;;;;;;;;;;;;488;;;0.228;;;;;;;5.45;;;;;;4.91
PR;Z-221;93651.65;21859.214;3066.247;93651.624;21859.118;3069.246;93651.676;21859.31;3063.249;GMZV-116;232;238;6;0.396;0.015;;;;;ZPY;SIL;PRI;PRI;5;5;-99;-99;0.386;0.02;0.05;0.32;0.181;0.829;0.023;0.604;;;;;;1.23;12.3;12;10.3;;;15;15.6;;;;;;;;;;;;;;494;;;0.356;;;;;;;0.584;;;;;;1.22
PR;Z-33;93999.69;22100.23;3044.68;93999.69;22100.23;3054.68;93999.69;22100.23;3034.68;GMZV-117;360;380;20;0.566;0.015;;;;;ZPY;QSE;SSE;SSE;2;2;8;2024;0.559;0.05;0.24;0.28;0.519;0.501;0.059;1.52;;;;;;1.59;19;23.6;38.2;;;10.1;13.4;;;;;;;;;;;;;;496;;;0.352;;;;;;;1.52;;;;;;1.53
PR;Z-36;93499.93;22401.32;3151.59;93499.93;22401.32;3164.59;93499.93;22401.32;3138.59;GMZV-118;260;286;26;1.313;0.21;;;;;AND;QSE;SSE;SSE;3;1;-99;-99;1.12;0.26;0.81;0.1;0.955;0.089;0.641;0.775;;;;;;3.74;95.4;91.5;91.1;;;7.1;22.8;;;;;;;;;;;;;;488;;;0.103;;;;;;;0.783;;;;;;4.26
PR;Z-51;93398.613;22098.12;3004.813;93398.613;22098.12;3012.813;93398.613;22098.12;2996.813;GMZV-119;280;296;16;0.432;0.023;;;;;BXX;BIO;SSE;SSE;1;2;8;2025;0.425;0.06;0.19;0.19;0.588;0.447;0.078;2.13;;;;;;4.42;59.3;57.7;56.5;;;13.1;16.8;;;;;;;;;;;;;;485;;;0.189;;;;;;;1.97;;;;;;4.48
PR;Z-110;93951.401;22194.1;3068.846;93951.408;22194.311;3078.844;93951.313;22193.798;3058.851;GMZV-120;312;332;20;0.359;0.011;;;;;BXX;SIL;SSE;SSE;3;2;-99;-99;0.378;0.04;0.18;0.17;0.58;0.45;0.046;1.6;;;;;;1.52;18.5;18.3;17.5;;;10.7;11.7;;;;;;;;;;;;;;;;;0.315;;;;;;;1.48;;;;;;1.65
PR;Z-177;94050.22;22549.71;3137.84;94050.22;22549.71;3145.84;94050.22;22549.71;3129.84;GMZV-121;326;342;16;0.538;0.01;;;;;ZPY;SIL;MSP;MSP;3;4;-99;-99;0.51;0.02;0.18;0.29;0.39;0.57;0.03;3.9;;;;;;3.33;35.1;32;25.4;;;4.9;6.9;;;;;;;;;;;;;;;;;0.387;;;;;;;3.55;;;;;;3.19
PR;Z-286;93845.992;22162.421;3002.565;93846.048;22162.211;3007.56;93845.935;22162.632;2997.57;GMZV-122;356;366;10;1.704;0.123;;;;;ZPY;SIL;SSE;SSE;2;2;8;2025;1.622;0.16;1.35;0.11;0.931;0.068;0.818;1.54;;;;;;1.32;99.1;97.1;97.1;;;1.2;25.5;;;;;;;;;;;;;;484;;;0.049;;;;;;;1.57;;;;;;1.54
PR;Z-489;93696.097;22318.015;3151.343;93694.315;22319.267;3160.075;93697.878;22316.763;3142.61;GMZV-123;236;254;18;0.387;0.079;;;;;LPY;QSE;SSE;SSE;3;1;-99;-99;0.406;0.12;0.25;0.05;0.911;0.123;0.218;1.22;;;;;;2.39;107.7;87.2;84.2;;;12.4;17.7;;;;;;;;;;;;;;491;;;0.066;;;;;;;1.22;;;;;;2.82
PR;Z-111;93847.583;22194.125;3004.131;93847.664;22194.235;3010.629;93847.503;22194.016;2997.632;GMZV-124;357;370;13;0.923;0.029;;;;;BXX;QSE;PRI;MSP;5;5;8;2025;0.843;0.06;0.27;0.52;0.391;0.617;0.062;1.81;;;;;;1.94;37.1;38.8;41.5;;;11;16.3;;;;;;;;;;;;;;492;;;0.51;;;;;;;1.88;;;;;;2.13
PR;ZD-583;94194.3;22499.41;3143.77;94194.3;22499.41;3151.77;94194.3;22499.41;3135.77;GMZV-125;313;329;16;0.397;0.057;;;;;ZPY;SIL;SSE;SSE;2;2;-99;-99;0.425;0.05;0.37;0.02;0.988;0.047;0.216;1.59;;;;;;1.5;87.7;91.9;92.3;;;5.3;11.4;;;;;;;;;;;;;;492;;;0.034;;;;;;;1.7;;;;;;1.74
PR;ZD-684;93247.237;22136.822;3037.149;93249.073;22139.349;3043.414;93245.289;22134.418;3030.873;GMZV-126;124;138;14;0.54;0.049;;;;;BXX;SIL-CLO;SSE;SSE;3;2;8;2024;0.492;0.04;0.43;0.04;0.955;0.081;0.178;1.05;;;;;;1.36;100;86.5;84.4;;;9.4;15.8;;;;;;;;;;;;;;492;;;0.078;;;;;;;0.975;;;;;;1.44
PR;ZI-200;93937.593;22251.956;3087.275;93933.286;22248.591;3093.116;93941.901;22255.321;3081.434;GMZV-127;106;122;16;0.88;0.01;;;;;ZPY;QSE;MSP;PRI;2;4;8;2024;0.819;0.04;0.24;0.52;0.342;0.635;0.048;1.73;;;;;;1.58;47.7;43.8;38.8;;;7.5;12.4;;;;;;;;;;;;;;493;;;0.515;;;;;;;1.91;;;;;;1.71
PR;ZI-257;93860.518;22284.82;3103.045;93861.384;22277.96;3108.806;93859.651;22291.68;3097.284;GMZV-128;96;114;18;0.581;0.02;;;;;LPY;QSE;MSP;MSP;3;4;-99;-99;0.623;0.09;0.13;0.4;0.353;0.642;0.073;0.903;;;;;;1.93;33.2;34.3;36.5;;;12.8;16.3;;;;;;;;;;;;;;492;;;0.406;;;;;;;0.79;;;;;;1.7
PR;ZI-322;93945.831;22301.232;3059.536;93940.582;22298.441;3064.889;93951.08;22304.023;3054.183;GMZV-129;164;180;16;0.47;0.01;;;;;ZPY;QSE;PRI;PRI;5;5;8;2024;0.503;0.03;0.08;0.4;0.219;0.795;0.04;1.39;;;;;;1.53;18.6;20.6;28.3;;;5.6;7.8;;;;;;;;;;;;;;480;;;0.368;;;;;;;1.33;;;;;;1.54
PR;Z-21;93896.871;22202.39;3013.763;93897.064;22202.24;3027.761;93896.679;22202.54;2999.765;GMZV-130;350;378;28;0.779;0.017;;;;;BXX;QSE;MSP;MSP;3;4;8;2024;0.667;0.06;0.27;0.37;0.495;0.555;0.065;2.04;;;;;;1.84;47.8;49.3;50.8;;;10.1;15.3;;;;;;;;;;;;;;496;;;0.334;;;;;;;2.03;;;;;;1.9
PR;ZI-322;93912.674;22284.086;3092.782;93904.276;22280.347;3100.495;93920.897;22287.974;3084.963;GMZV-131;110;134;24;0.558;0.01;;;;;ZPY;SIL;PRI;PRI;5;5;-99;-99;0.502;0.03;0.14;0.33;0.339;0.657;0.036;1.34;;;;;;1.42;34;35.3;37.8;;;10;12.9;;;;;;;;;;;;;;497;;;0.322;;;;;;;1.31;;;;;;1.47
PR;Z-31;93801.709;22296.615;3114.085;93801.744;22296.667;3122.084;93801.644;22296.59;3106.085;GMZV-133;248;264;16;0.82;0.106;;;;;LPY;QSE;SSE;SSE;3;1;-99;-99;0.736;0.15;0.55;0.06;0.951;0.082;0.384;0.955;;;;;;1.66;104.6;91.4;90.1;;;7.5;17.8;;;;;;;;;;;;;;494;;;0.075;;;;;;;0.932;;;;;;2.05
PR;Z-50;93496.117;22201.786;3087.446;93496.299;22201.759;3094.443;93495.936;22201.813;3080.448;GMZV-134;240;254;14;0.505;0.035;;;;;LPY;QSE;SSE;SSE;3;1;8;2024;0.467;0.08;0.36;0.05;0.942;0.107;0.122;1.37;;;;;;2.23;101.5;84.8;81.7;;;11.1;17;;;;;;;;;;;;;;494;;;0.088;;;;;;;1.43;;;;;;2.45
PR;Z-107;93842.271;22155.01;3004.361;93845.227;22154.876;3010.705;93839.316;22155.144;2998.017;GMZV-135;472;486;14;1.08;0.054;;;;;ZPY;SIL;SSE;SSE;2;2;8;2025;1.078;0.1;0.83;0.2;0.863;0.186;0.299;3.78;;;;;;3.3;82.1;83.4;83.6;;;7;20.9;;;;;;;;;;;;;;491;;;0.184;;;;;;;3.57;;;;;;3.27
